,0
r21c,0.019342091713687365
y2303h,0.018151629407566094
s21a,0.01796245989823318
r7g,0.01423127742728278
r8f,0.013431794475530513
r19,0.01142982578838105
e9rbd_sup,0.008985753647357599
v27a,0.008583827428640847
s33h2,0.006966218719970862
e5a,0.005496254368261701
r16e,0.004889778586533052
pco1,0.004278718970219989
nucleo,0.0035767128329224486
r12a,0.0008174401146861716
y1101h,0.0007299826611741789
pobreza,0.00054868799440161
activ,-0.00010066488812193125
y26_1f,-0.003517654001870162
s18a,-0.004503195676730884
s27a,-0.00454123345968638
y26_1c,-0.0053510342519170005
v8,-0.005616350877429607
y0501,-0.006817344279705955
r7i,-0.0072899722385347115
e15a,-0.011098296158727825
o17,-0.011616541048842497
s2a2,-0.011765810149638551
y4d,-0.013428311853139458
hh_d_entorno,-0.013562358525100056
y26_3e_in,-0.016825054007698573
y0305,-0.017227149839889898
v37c,-0.01792033505997293
r11,-0.020329347938516915
e14mu,-0.020862377711690527
y5i,-0.020881751374319253
y2301h,-0.022039860412112394
v0a_1,-0.022854824492318217
hh_d_esc,-0.02385339183886422
pobreza_multi_5d,-0.02471725740168382
v31,-0.02671752807937527
e14pbu,-0.028233077247188522
r8g,-0.030539073878175716
y20b,-0.03133119589086606
v0b,-0.03579035366050191
r17c,-0.03617183519146885
s6,-0.036331570678457714
y26_3h_in,-0.038663565577738236
y3fp,-0.04482919626484815
yta2,-0.04749215142524926
y26_1j,-0.04806957935788992
r2_c_cod,-0.04887929248531084
y21b,-0.04915473186755686
y0502,-0.049774425773597857
o25a_hr,-0.050219245906308684
r9o,-0.05387249878079492
y0506,-0.05442676220102141
oficio1,-0.054684026464383514
y3ap,-0.0561851480253701
yinv03,-0.05644486241612445
y25b,-0.057049421064741694
pobreza_multi_4d,-0.05834841696912119
e13b1,-0.05899476489369602
s4,-0.05930968511569991
r6,-0.060378778268799026
s33a2,-0.06175303511900297
y26_1i,-0.0624839531307718
esc,-0.06333613945667287
v37a,-0.06378888908068917
r17a,-0.06389549494911476
y2205h,-0.06546019491030894
ymes,-0.06669872506904154
s11,-0.06929007635775535
y20d,-0.07107274858265712
yotp,-0.07419920562823758
s3,-0.07432299973409355
r17b,-0.07470540890710187
yfamh,-0.07515331430906148
h4a,-0.07572785399583164
y20e,-0.08015908527986479
y25f_o,-0.08061199845905678
v38e,-0.08126512675851161
y0801,-0.08261610503359272
zona,-0.08345899223483483
s26c,-0.08416149749352078
y26_2f,-0.08604040943396603
ydonh,-0.08766768139438275
y26_3j_in,-0.08803489710762938
s19b,-0.0891999580122425
y27f,-0.09526188618525601
qaut,-0.09580670641562777
y26_4b_mo,-0.09623203677192885
r8b,-0.0975832229640904
r9r,-0.09843215810184357
r9g,-0.09902232904326023
y18b,-0.09978796413498815
dau,-0.1000549435991886
s12,-0.1012791788377608
y26_4j_mo,-0.10265409547193326
y2604h,-0.1043076097445395
y2603h,-0.10440733334645351
y2_hrs,-0.10653118506277567
rama4,-0.10658642897032107
o16,-0.10680363327522428
y0509,-0.10698569614486028
e8,-0.10758486079998031
r9k,-0.10777077075574923
e14bu,-0.10862665371999466
y14c,-0.10963085614722684
y3e,-0.11018707747604363
r14,-0.11088711313335753
y0507h,-0.11111701917848703
r8a,-0.11138669051484629
qautr,-0.11146633931084639
e6a,-0.11378057941316902
v38c,-0.11766436074261988
e2,-0.1180545357696921
y8,-0.11835978015918856
v0a_3,-0.11891232636286828
y0502h,-0.11894954517404933
s17,-0.11918116685159155
s27c,-0.12021757120346732
s33c2,-0.12047720731938186
dautr,-0.12077483392203807
v40,-0.12087636975594966
y19t,-0.12113409448098135
v37f,-0.12192622754627604
s33j1,-0.12219280903657655
y0505h,-0.12230597447322816
y2302h,-0.12337611805011221
r10a,-0.12427877742802111
s31a3,-0.12501646328533714
yaimcorh,-0.1251033675325049
y2_dias,-0.12658548397247849
h10e,-0.12699735112221727
yaimh,-0.12745109386018313
y2001h,-0.12745340623185597
depen,-0.12819604038805313
y0505,-0.12875247786898794
yre3h,-0.1287677882555893
o3,-0.12896159366661739
y26_2h,-0.13157209023934188
r1b,-0.13312970515377387
ytroh,-0.1340772014239983
r8e,-0.13419910512436184
o7r1,-0.13623145961895522
y0506h,-0.13661103643222397
e14bt,-0.13746828377341938
r9d,-0.13817063515185357
y2003h,-0.13838185049328086
o30,-0.13864421934260443
educ,-0.13933832513434816
y5g,-0.13993222414274978
o13,-0.14103181161153236
y2502h,-0.1414766701567464
y0402h,-0.1437323991938253
r20,-0.1458315473328378
y23a,-0.14682226508817045
r23,-0.14712479062722444
r9n,-0.14786311163898547
v33,-0.1496682867199511
tot_nuc,-0.1496682867199511
y0305h,-0.15172596015585857
y5e,-0.15289982342779423
hh_d_hacina,-0.1529646747665394
v38d,-0.15366952880773121
yre1,-0.15443637290169188
y0303h,-0.1546516852177157
s32b,-0.15516387328216993
y3f,-0.1552669599515484
y2603ch,-0.155515792347824
y3cp,-0.1570032694853899
yta1,-0.15718169685293384
yotph,-0.15859630064088984
y2603c,-0.15930952601384504
s33d2,-0.1622416044068027
v39c,-0.16282820982326665
y0801h,-0.16289894485595321
y2603,-0.1630689452269739
r9e,-0.16325076312439663
s22a,-0.1656023725351363
s20a,-0.1660341064081767
r16d,-0.1666992871258847
y14a,-0.16742265475956009
edad,-0.16857563756254576
e9com_c_cod,-0.16931451701805458
y0402,-0.17094191778881374
e1,-0.17127230748551253
s31a2,-0.17140974702376602
y5f,-0.1722422491627952
y4b,-0.17235374821766714
ydes,-0.17275061614913886
ysubh,-0.17424055582214523
r10i,-0.17724616546861072
r9p,-0.17853385057911472
s9,-0.179215845386043
o28,-0.17922342477481842
y0403h,-0.17926254954485005
r16a,-0.1818610171051932
yorf,-0.182339312430802
y2601h,-0.185125230596361
y26_2c,-0.1854747488421229
v38b,-0.18608621450724896
y0303,-0.1867085667768437
v30b,-0.1876833059472506
y0508h,-0.18920881703604045
v7,-0.1908413055653615
r21a,-0.19124493386788902
y2507,-0.19220227797241785
hh_d_seg,-0.19232390671795235
v19,-0.19652656713484987
v39g,-0.20082752513040025
y0301h,-0.20139132986689073
s29,-0.2037502375072807
ytotcorh,-0.20375852163430028
y2503h,-0.20411401461987524
s24b,-0.20489255786654534
y0101c,-0.2059480743528777
y0511h,-0.2062894918026047
y2301,-0.20645002054785214
y5k,-0.20666924738517467
ytoth,-0.2067763505458926
y0101h,-0.20819549332826628
yautcorh,-0.20946178189460804
y260202,-0.2103241218338541
s34a,-0.2113827023423934
r9h,-0.21152031974617005
hh_d_medio,-0.21180835403417214
y0101,-0.2124735122095836
yauth,-0.2129037696558053
ymonh,-0.2130899847092827
ymonecorh,-0.21363518819659164
y16b,-0.21462171939581273
y5h,-0.2157694000160034
y0101ch,-0.2172931027634112
ytrabajocorh,-0.219155705285608
yesp,-0.21920384554568098
s2a1,-0.2198474297771629
yah2h,-0.21984760211887408
ytotcor,-0.2200854746238351
yamah,-0.2211763737364831
y16a,-0.22164170680590636
yre2h,-0.22172414061132897
e14mt,-0.22214060209840386
r10h,-0.22272625624342804
v11_o1,-0.22289106837308595
ytot,-0.22338893121092007
yids,-0.22461284881895383
yosa,-0.2252947583396972
y15b,-0.22556371232280129
r15,-0.22563786503171226
o19,-0.22594484884727598
yosih,-0.22641721961877737
y26_2i,-0.22668582142253005
y0401h,-0.22786555974877712
y12b,-0.22799945037552727
y1,-0.22837083076700285
y4c,-0.22837746490412264
r8c,-0.228629976539909
r4,-0.22918112453098619
yoprcor,-0.22955966574664294
yoprcorh,-0.22955966574664294
o5,-0.23045636299858988
y26_2bm2,-0.2304976395536806
y6,-0.23116364480307497
yruth,-0.23207815923020897
yre1h,-0.23210533494006383
yautcor,-0.2322876019036685
y26_4h_mo,-0.23390472153504716
yfa1h,-0.2347449482480797
yaut,-0.23569269681031463
v30a,-0.23588483861213366
ytrabajocor,-0.23623749409855332
y260201h,-0.2372308494376568
ypc,-0.23789779840638667
yosi,-0.23955588589481913
y5b,-0.2417067624930255
ypchautcor,-0.24191861074477566
s13,-0.24227046415502998
yfa1,-0.24282051050869585
ypch,-0.24324593325602142
ecivil,-0.24340639407644862
y0512h,-0.24342711929533573
y5l,-0.24393012716843562
hh_d_habitab,-0.24415194291604045
e15b,-0.24422830970241985
hh_d_estado,-0.24450744839971125
r9b,-0.24569006648512207
y15a,-0.2461731229154927
yah1h,-0.24696695816238554
h10f,-0.2477817018761064
y25a,-0.2480484180177776
s20b,-0.24911267917663402
v39f,-0.2493762629139955
y12a,-0.24944721313002435
y25gp,-0.24996516120941753
y2201h,-0.25077292238204846
ydimh,-0.2510899032433552
y15c,-0.25110884510793613
y0401,-0.25111817040201
ypchtrabajo,-0.2512740470507861
v17,-0.2516835985925793
r1b_c_cod,-0.25185210416183385
y5d,-0.2521770940598959
y1101,-0.25540636788602583
y2501h,-0.25548881167254117
y18c,-0.25634632333043383
y9,-0.2568871033333055
v39a,-0.2575244193629816
y4a,-0.258670736968208
v1,-0.25892770049711467
y0504h,-0.2594438882578463
y10,-0.26072299596897086
s27d,-0.261309668890035
y3ep,-0.2617843386791093
y0701h,-0.2622756673938746
s18c,-0.26263482201695404
hh_d_prevs,-0.2628574504160798
ymon,-0.2646623991543176
y13b,-0.26781372378359947
y0901h,-0.27063764561736814
s15,-0.2723536959720292
r3,-0.27303475850345676
v39b,-0.2731400668191699
rama1,-0.2749214753352186
s33e2,-0.2755281879406429
r9m,-0.27566604331274747
r16c,-0.2761639693273918
y17,-0.27776760201260364
r9i,-0.27916252899962923
o10,-0.27996973312427187
r10d,-0.2811627376547708
v39d,-0.28354226016561856
r16b,-0.284797825586325
o8,-0.28485933744851133
s10,-0.2849433344446341
y11,-0.28549245305582616
y0503h,-0.28650067283414415
y0503,-0.2869516412734504
y2002h,-0.28712295131261173
yac2h,-0.2889019953779051
y260201ch,-0.2895486943951377
y13c,-0.2896576987445362
y26_2g,-0.29067400413740474
y0701,-0.2912563802655702
y3a,-0.29218008257678746
v18,-0.2929673858993672
yosah,-0.2943812692981477
s33b2,-0.2972628864044021
hh_d_tsocial,-0.2975661419685701
y26_1h,-0.2985225920561823
v14,-0.29861431414451034
y27c,-0.29974872652207896
r9j,-0.3000996019110589
yfa2h,-0.3024726440960002
y0701c,-0.303920006674971
y7,-0.3044860156506114
y3c,-0.3044934768809951
y25fp,-0.3069960772238125
s33f2,-0.30873962030232266
e18a,-0.30947371096385
e13b2,-0.31093539158983685
v36a,-0.31155504624064945
pareja,-0.3126407234840337
iae,-0.3127342062201168
o25e,-0.31307587485787675
y260202h,-0.31361087174944596
y26_3b_in,-0.318046025155737
s33d1,-0.3203879111100669
y0701ch,-0.32538491177695944
v11_o2,-0.3254245007501572
r9f,-0.3263469419121372
r2,-0.32750961685431135
e18b,-0.32983099843739394
r9l,-0.332556290663502
v23,-0.3373741663105659
s33g1,-0.3446047963277544
y0901,-0.34495244292777694
e6b,-0.345602557063003
yre3,-0.34560420414278575
e9dv,-0.3470180079265226
r1a,-0.3474155727050474
v36c,-0.35055194000275847
v32,-0.3508728224883029
yotrh,-0.3528671577545483
y3dp,-0.3545471217282307
y5c,-0.3563084060663611
yinv02,-0.35947938898153126
tot_hog,-0.35965903414391914
v28,-0.35965903414391914
indmat,-0.36010616258432754
r10g,-0.36018486595274707
v5,-0.3633657607049496
e12e,-0.3647922570587092
r10c,-0.3676008974519279
s33h1,-0.36929330348431416
s33a1,-0.36998487174117073
y25d,-0.3709214606337101
v15,-0.3749040080103889
ytro,-0.37531409152105716
r10b,-0.37644496280915823
v27b,-0.380036591202679
yama,-0.3814128556547744
hh_d_appart,-0.3818309015535255
s31a1,-0.38384634599287015
e13a,-0.3839156742514295
calglobviv,-0.3847325380135936
s33i1,-0.3896329220983044
y0511,-0.39008354918173865
r9c,-0.3903902935280115
h4m,-0.3905695122751944
y3b,-0.39065682014662667
r9a,-0.3936550925513672
v3,-0.39843094282276004
hacinamiento,-0.4002770657836262
y18d,-0.4014405445691663
y0302h,-0.4039557737722057
v24,-0.4130552928497617
yotr,-0.4157406237193409
y2501,-0.4164752462290216
y25amonto,-0.4164768466078774
yfam,-0.4205273257017321
v20,-0.42241319864952453
ydim,-0.4243757729730269
s33b1,-0.4305353063822825
v36b,-0.4317006968402093
e5b,-0.44914332735363466
s33e1,-0.4544358631080264
y26_3f_in,-0.4552550553902918
r22,-0.45542926564028885
s33f1,-0.45596164081703916
r10f,-0.456546984061065
y0504,-0.45711815310420284
s28,-0.457950457580083
y2505,-0.45838885237406823
yrut,-0.45933021571996546
y2204h,-0.4716314232715787
h9,-0.47480691111421697
v25,-0.48638395158564274
asiste,-0.48801619554303616
e3,-0.48938337004241816
o25c,-0.4951413588278081
y0301,-0.49940291320768293
y0302,-0.5007091669389052
y19n,-0.502050795086498
yre2,-0.5024663893894812
y25bmonto,-0.5225945741182553
y2502,-0.5225945741182554
ysub,-0.5291031905994418
s33c1,-0.5298129104258675
v35,-0.5374751755579505
y25ep,-0.5466314727655304
y0403,-0.562410932249712
y2506,-0.5825241487898728
e19_1,-0.5828549988338235
v13,-0.5871339899443242
yfa2,-0.6046002614379417
y0512,-0.6082735597907332
v9,-0.6191153409131683
v16,-0.6323722079348757
y2203h,-0.6360333395636988
v26,-0.636970199253328
v22,-0.6756932766512953
hh_d_servbas,-0.7044772983068114
yac2,-0.7199746010927046
e9com_p_cod,-0.7264393996094902
e19_2,-0.7336115824726428
indsan,-0.739494598096084
o2,-0.7877174990325908
y20amonto,
y20bmonto,
y20cmonto,
y20dmonto,
y20emonto,
y22amonto,
y22bmonto,
y22cmonto,
y22dmonto,
y22emonto,
y23bmonto,
y23cmonto,
y25cmonto,
y25dmonto,
y26_1amonto,
y26_1dmonto,
s1c,
s13p,
v12mt,
v21,
y0510,
y2601,
y2604,
y2503,
y2504,
y2302,
y2303,
y2001,
y2002,
y2003,
y2004,
y2005,
y2201,
y2202,
y2203,
y2204,
y2205,
