,0
s6,0.1093514982280827
ymonh,0.1091926787164609
r10h,0.1072841700155116
y20e,0.10684623934582467
y6,0.10578640268857496
y3bp,0.10549096644882373
yautcorh,0.10387282046308098
v17,0.10381460928651232
e9com_c_cod,0.10335886684544725
y0504h,0.10320847593726183
e15b,0.10288747746848378
o25a_hr,0.10216270288581311
hh_d_tsocial,0.0985839650987499
yauth,0.09670675262746864
r8h,0.09642364467139095
comuna,0.08975703249242388
ytotcorh,0.08917124192416362
r1c_año,0.0891457988806423
hh_d_asis,0.08890638861755627
y25bmonto,0.0879043917837706
y2502,0.08790439178377049
edad,0.08730038402881198
ymonecorh,0.08678424406408668
r10a,0.08629280495281551
yosi,0.08525188347128308
h10b,0.08502341272991704
y5e,0.08488101150681093
r8f,0.08458178841050641
e0,0.08049936073836757
ytoth,0.07904548315585598
yaimcorh,0.07863356207668523
ytrabajocorh,0.07851255365909163
s33j2,0.07828643393634938
yta1h,0.07783190975337849
v36c,0.07741233199211363
s21a,0.07626724299898659
y27c,0.07552907854101365
e9rbd,0.07369855632584757
r9i,0.07216876789637443
r15,0.06998015039840191
r3,0.06944542086226078
y1101h,0.06913712695416704
y3ap,0.06732642565679015
s23a,0.06661828518198175
s24b,0.06406644584420618
rama1_sub,0.06174325405785558
y5d,0.06062164439672214
y26_2bm1,0.06051411387612099
hh_d_mal,0.05908556851156829
e18b,0.057911581486329855
yta1,0.05788901139789472
r1a,0.05659147587080008
y27a,0.053734082301480544
yinv03h,0.05360466515589092
y0404,0.053382441054260384
r2,0.05285174420737013
ecivil,0.05251583917313565
y2002h,0.05105530275130891
yaimh,0.05096895732118213
r21e,0.045361196750433534
s21c,0.038162705228221586
y0505,0.03792638712582526
y26_1i,0.0363341317198492
y5i,0.035762784344914936
s31a1,0.033636970293269675
y20b,0.033510084969927016
s18e,0.03170632927962725
y3ep,0.03108922433118371
y15a,0.03099033883680766
yinv01h,0.029882892646007273
s27a,0.028485521087847954
y8,0.02817083385748546
y25g,0.026124555319046373
s34b_ord,0.025836365855514326
o0,0.025776185405535463
v36b,0.024837837325721333
r1b,0.023224632842336557
s18a,0.022414340488908977
r10e,0.021734476348277146
y2303h,0.018660058922689224
pres,0.018481373826028876
e6b,0.017742478865627097
r8g,0.016902140259360546
y20d,0.015235015011440133
r10c,0.013111375077991446
s21b,0.012149132102851278
r10f,0.011555906061151365
y0501h,0.010255860074287703
yfa1,0.007877353445371865
o17,0.007437263384362796
h10d,0.00478524001850146
y5a,0.004420984019631478
o4,0.003982163331826569
r20,0.0029296974636652084
pareja,0.002878125313077193
y1101,0.002739735723939778
y0801h,0.0019914902135028715
y2502h,0.0014057631510475327
y25fp,0.0003787264554495435
r1b_c_cod,-0.0001853917155638613
s18d,-0.002907646480292184
r7e,-0.004124670394995783
s4,-0.005648573545975864
e12e,-0.0067951942362774135
r7a,-0.007565138462352016
y2301h,-0.008382114212310818
yre3h,-0.008772334923523304
e11,-0.011179479389872371
s32b,-0.011923562023456132
y4a,-0.013127782680165585
r9c,-0.013410997458205422
r21d,-0.013623629211635074
y26_2i,-0.014589042190250423
yah1h,-0.014592263290368272
r10i,-0.01485108790762553
y25d,-0.015805673595630915
ymon,-0.018437673756782017
y0,-0.01873554190380639
yosah,-0.02110771404700009
y5f,-0.0250562927462326
e17,-0.026878924905841386
y0401,-0.027607182739471
y0301,-0.028415691914146755
s18b,-0.02983334823548454
y5k,-0.03278869202164999
o12,-0.03311906185423732
y0401h,-0.03404516233201346
r8d,-0.0342501752585365
y16b,-0.035067033986816355
s19a,-0.035945740964228645
y26_2g,-0.036734742298839176
s32a,-0.03850993649220301
rama4_sub,-0.0394671392547466
yta2h,-0.03997367598083392
ch3,-0.03998864906582643
r0,-0.04090945010160821
y23a,-0.04103153725814852
s32f,-0.04198752525418724
y18d,-0.04234026326102563
v1,-0.0430753180223366
s33g2,-0.04354015807987683
r9s,-0.04376520240786497
y0701c,-0.04400961161231192
y3c,-0.04433162932007338
y0701,-0.04660189070061557
h6h,-0.047168747567716336
y26_2em2,-0.04799805992224456
v0a_2,-0.04853898285275065
v39a,-0.04866362924790775
asiste,-0.049160830137098294
s11,-0.05017463390786085
r10g,-0.05109328516442873
hh_d_cot,-0.051580174220326715
y10,-0.051626105525717246
s23b,-0.052378125854008424
y0506h,-0.05468026588581376
v27a,-0.05480825817103502
e14pbu,-0.05481870774368377
r9d,-0.05499605393767755
r7h,-0.055242681100669135
v2,-0.05554544613086991
y0511h,-0.05569153614587243
rama1,-0.05605122522576529
e3,-0.05640237250715505
o28,-0.05818517140474139
y14b,-0.05838251273277596
h10f,-0.05843764403862063
h9a,-0.05904119882173126
y3a,-0.06147515482889592
s0,-0.06293853887040346
y7,-0.06423538997638181
y26_1h,-0.06442955180461304
y23b,-0.06497814588468703
o24b,-0.06534260486938676
hh_d_appart,-0.06586101831939646
s22a,-0.06611463523846589
y2506h,-0.06761016809247686
y2202h,-0.06783291135705706
y21b,-0.06786124828804115
yotph,-0.06814286535265926
r9q,-0.06849769839452735
y0302h,-0.07274095980705864
y0701ch,-0.07597554134942572
y0511,-0.07826972923425866
h10a,-0.08192562602905708
yotr,-0.08381814126379479
y18c,-0.0843610044794367
pco2,-0.08546838729783643
y0504,-0.08592675739915974
yesph,-0.08769161870989849
r8b,-0.0882535665782813
r21f,-0.089853906404909
e14bpc,-0.09051154558332611
y26_1g,-0.09402364803295768
r21h,-0.09443015834039876
y2005h,-0.09535556999751967
o20,-0.09682481326896186
y2501,-0.09830902822749576
y25amonto,-0.09831255577081971
y0509,-0.10495727184002618
r8a,-0.10613147523756034
e13b2,-0.10794532999429922
hh_d_medio,-0.11013062726435163
y260201h,-0.11041736188562593
y2_dias,-0.11112159961853685
s20c,-0.11170083960066854
s31a3,-0.1133740641385292
r21c,-0.11577571128584907
y2004h,-0.1180944214920657
y17,-0.11997448837270448
r7d,-0.12127151477047397
r21a,-0.12303020207734926
ydimh,-0.1240148415743956
zona,-0.12488424881825891
yosa,-0.12579444273885962
y3dp,-0.12836611647469268
y27g,-0.12858853506833753
y0402,-0.1307078251561813
yruth,-0.13072923523104227
y25b,-0.13130267373648344
e19_2,-0.13136772714272038
y0502,-0.1323711034830684
yac2h,-0.13322254274713805
y0701h,-0.13436797076553886
s27d,-0.13802082019676834
o25c,-0.1398951355035215
y25e,-0.1422516933370443
s28,-0.14293871576298153
y2504h,-0.14360992929119998
r9r,-0.14535189679109412
r8e,-0.14653179595049368
r21b,-0.14686359345848315
s33e1,-0.14687478820934932
h10c,-0.14965980774546125
y3b,-0.15015803133806874
y2507,-0.15227659608602312
r9k,-0.1542633556134788
y15c,-0.1547314934713433
r17c,-0.15673896738930548
s27c,-0.15918987259890463
r7j,-0.15991662875662083
yotp,-0.160180114280441
r9p,-0.16177816683436383
y26_2j,-0.16288545247086772
y3fp,-0.16541928657411742
h4m,-0.16581178630141014
s33c2,-0.16770731561603758
y27b,-0.1685349653509432
s33h2,-0.1692590147812853
o14,-0.16941626730557222
e5b,-0.17173065769796964
y260202h,-0.1744528530024114
s33j1,-0.18280142843109748
r8c,-0.18780245182614175
s33a1,-0.18805678832571143
y24_o,-0.18908801260507577
r4,-0.18909698669351133
v7,-0.19016161827886677
s33f1,-0.19199195482199444
e9rbd_sup,-0.19335180808389274
e13b1,-0.19484466553033966
o16,-0.19586853354592237
e18a,-0.20012754381181305
v39f,-0.2007572411276096
s33d1,-0.20129144276922137
y24,-0.20155283759483295
r16b,-0.20346826322502562
r7f,-0.20378900215821755
y0301h,-0.20532293054876263
r2_c_cod,-0.20707371455255644
s33b2,-0.2076093824674598
v0a_3,-0.20809520923828437
pobreza_multi_5d,-0.2094664432195307
r19,-0.21160952443457334
r17a,-0.212762950869211
v23,-0.21293048138501375
o10,-0.21544389287113733
v13,-0.21616735404931184
y2302h,-0.21870970774277246
oficio1,-0.21880248818155174
v9,-0.21929691191771625
v6,-0.22130901623694332
nucleo,-0.22259249365813255
v25,-0.22310219817622098
v0b,-0.22396098514031734
yinv02h,-0.22424650031946536
v39b,-0.2242864648702606
r21g,-0.2258038016753764
o1,-0.22591060813843536
v16,-0.2281214951846044
v8,-0.22845895112752224
s17,-0.22931472682380377
o26,-0.23013147131355896
y2201h,-0.23104085425851376
y9,-0.23264424986687532
r9n,-0.23364258284278114
y0901h,-0.23481422146497485
v30b,-0.23550725894592786
r7k,-0.2365619800857442
y26_4b_mo,-0.23692681093783804
y3cp,-0.2416400112737572
s33a2,-0.24309766730584523
h6l,-0.24406155277092026
hh_d_servbas,-0.24411358959329854
indsan,-0.24417929052965137
s18c,-0.24918596481258037
e9sup_g,-0.2496613416756851
yotrh,-0.2505471164806234
v39g,-0.25195093237381994
v38d,-0.2537190798301037
s1,-0.2580111898667489
v39d,-0.25879887304272425
s33b1,-0.2590236372283448
iai,-0.2597484731994168
v22,-0.26081525658686094
y19n,-0.26090752098854597
y23c,-0.2609226196333176
hh_d_estado,-0.2618844672664297
v26,-0.26264341431864324
o29,-0.2630652661396776
o19,-0.26359248164872645
y2001h,-0.2676516882691885
y25e_o,-0.27032275056280824
o27,-0.27129338900643474
r9j,-0.2715138651026274
v33,-0.2716117344551522
tot_nuc,-0.2716117344551522
y2204h,-0.2726922808100971
pco1,-0.27331609577359023
s33f2,-0.2736367926010145
ch1,-0.27835971720004665
y5b,-0.27903506274299616
y27e,-0.2809695084136414
v38e,-0.2828781775157705
y2401h,-0.2829750701513499
hh_d_jub,-0.2830380190731657
y27f,-0.28328135913782654
v11_o1,-0.2839169126159742
y26_3j_in,-0.28646533082836545
y25f,-0.28666680303753883
y0502h,-0.2889312132457673
r21i,-0.2898968211500436
pobreza_multi_4d,-0.29027918444159173
y26_3e_in,-0.2927030649731583
ch2,-0.29429307094760027
o2,-0.2979843175377865
y26_1c,-0.2989929066088232
v4,-0.30240797657854757
yre3,-0.3027188434470624
y25f_o,-0.3027458106048835
v30a,-0.3029195867104948
v38b,-0.30321889482698167
yac2,-0.3060457861942483
r7i,-0.3065732806916256
v38c,-0.3085550244443726
v11_o2,-0.30993843676707
r14,-0.31084374836921896
y27d,-0.3110102233086199
y0503h,-0.31527835900465306
y2003h,-0.31628861772009853
y260202,-0.3238145559727873
hh_d_hacina,-0.32595894639638884
r16c,-0.3274552170534375
s26d,-0.32850267336526867
y25gp,-0.3296723001105237
r21j,-0.334837136108571
hh_d_habitab,-0.33915016639616413
e15a,-0.3401376448122442
activ,-0.3414593963883802
tot_per,-0.3428167364991058
y0512h,-0.3438384869270427
numper,-0.3444570201771634
s33i1,-0.3467510064121096
s31a2,-0.34839445150986587
s3,-0.3515804261646856
s8,-0.3533804921314313
y5l,-0.3539336597835729
s33g1,-0.35913553918571905
hh_d_seg,-0.35923973379832747
y2501h,-0.36182825897188536
hacinamiento,-0.3672697418277621
s33h1,-0.3707873153704844
y26_4h_mo,-0.37271983390267227
y26_2bm2,-0.3794515938499091
r17d,-0.37955408792593054
y2505,-0.3830143506624298
yinv02,-0.38351638245907027
r22,-0.3837793706333882
h10e,-0.3871070883231292
o8,-0.3886999869224691
y25ep,-0.3925932450999347
r12b,-0.3933800093444118
y2601h,-0.393487907562206
y5c,-0.3961674344932063
y2503h,-0.40269708979656144
r10b,-0.40587310586952285
s9,-0.40974696200890953
ysub,-0.41158412418093826
y26_4g_mo,-0.4118615548054365
y2505h,-0.41267253586830166
v0a_1,-0.417918892538277
s33i2,-0.4201644604483737
oficio4,-0.42259954063816485
s33e2,-0.42852847351845436
hh_d_rez,-0.42871506682669414
s33d2,-0.4294521524840944
s34c,-0.43047576421092637
s14,-0.43156159209760786
v20,-0.4322685984339986
r16a,-0.43255339312507285
s10,-0.43374344490247274
tot_hog,-0.4372842311175681
v28,-0.4372842311175681
y2203h,-0.43904862413083745
yesp,-0.443332712783493
s33c1,-0.4452345265137029
y0302,-0.44780213551226733
e9dv,-0.4493863419470027
v32,-0.4528037790542667
o5,-0.4532003742048692
hh_d_esc,-0.45325239274370366
tot_par,-0.4542034231705715
y25a,-0.457725852650949
indmat,-0.4610597032172476
s19c,-0.4645383320516078
s23c,-0.46871793103316595
yrut,-0.48276402022357984
y2604h,-0.4839124480823665
r16e,-0.49293032174129564
o3,-0.49348497428160615
s20a,-0.5005022768804926
e19_1,-0.5015076768975808
v35,-0.50811971819041
y26_3h_in,-0.514144705419962
v3,-0.5194212370411591
e1,-0.5196165139386455
y2_hrs,-0.520317013305054
r11,-0.5213678889721884
ysubh,-0.5260126987550083
o25e,-0.5277092183067449
v24,-0.5281308046994418
y0503,-0.5289966494154804
ydim,-0.5321432593115253
y2506,-0.5339655119492832
r17b,-0.5453490580911328
r12a,-0.5463386077663509
y0901,-0.5576241125406785
yta2,-0.5697857330873757
y0512,-0.5828602941843585
s24c,-0.584409553172179
r16d,-0.5910320537759118
yfamh,-0.5972495565255599
iae,-0.5990819099405841
o6,-0.6026696572650215
v5,-0.613900941271556
s2a2,-0.6684737284013541
calglobviv,-0.6742863388681098
yfam,-0.7027915737578332
y26_4j_mo,-0.9484598810692941
e9com_p_cod,
y20amonto,
y20bmonto,
y20cmonto,
y20dmonto,
y20emonto,
y22amonto,
y22bmonto,
y22cmonto,
y22dmonto,
y22emonto,
y23bmonto,
y23cmonto,
y25cmonto,
y25dmonto,
y26_1amonto,
y26_1dmonto,
s1c,
s13p,
v12mt,
v21,
y0510,
y2601,
y2604,
y2503,
y2504,
y2302,
y2303,
y2001,
y2002,
y2003,
y2004,
y2005,
y2201,
y2202,
y2203,
y2204,
y2205,
